276,grassland
277,trees
278,trees
279,grassland
280,grassland
281,grassland
282,barren land
283,barren land
284,barren land
285,barren land
286,barren land
287,barren land
288,grassland
289,grassland
290,grassland
291,grassland
292,grassland
293,barren land
294,grassland
295,grassland
296,grassland
297,grassland
298,grassland
299,grassland
300,grassland
301,grassland
302,grassland
303,grassland
304,grassland
305,grassland
306,barren land
307,barren land
308,barren land
309,barren land
310,barren land
311,barren land
312,grassland
313,grassland
314,grassland
315,trees
316,trees
317,barren land
318,trees
319,grassland
320,grassland
321,grassland
322,grassland
323,grassland
324,grassland
325,grassland
326,grassland
327,grassland
328,grassland
329,grassland
330,grassland
331,barren land
332,barren land
333,barren land
334,barren land
335,barren land
336,grassland
337,grassland
338,trees
339,grassland
340,trees
341,barren land
342,grassland
343,grassland
344,grassland
345,grassland
346,grassland
347,grassland
348,grassland
349,grassland
350,grassland
351,trees
352,grassland
353,grassland
354,grassland
355,barren land
356,barren land
357,barren land
358,barren land
359,barren land
360,grassland
361,trees
362,grassland
363,trees
364,trees
365,grassland
366,grassland
367,grassland
368,grassland
369,grassland
370,grassland
371,grassland
372,trees
373,barren land
374,grassland
375,grassland
376,grassland
377,grassland
378,grassland
379,trees
380,barren land
381,barren land
382,barren land
383,barren land
384,grassland
385,grassland
386,grassland
387,grassland
388,trees
389,grassland
390,grassland
391,grassland
392,grassland
393,trees
394,trees
395,grassland
396,grassland
397,grassland
398,grassland
399,grassland
400,grassland
401,grassland
402,grassland
403,grassland
404,barren land
405,barren land
406,barren land
407,barren land
408,grassland
409,grassland
410,grassland
411,trees
412,grassland
413,grassland
414,grassland
415,grassland
416,grassland
417,grassland
418,grassland
419,grassland
420,grassland
421,grassland
422,grassland
423,grassland
424,trees
425,grassland
426,grassland
427,trees
428,barren land
429,barren land
430,barren land
431,barren land
432,trees
433,grassland
434,grassland
435,grassland
436,grassland
437,grassland
438,grassland
439,grassland
440,grassland
441,grassland
442,grassland
443,grassland
444,trees
445,grassland
446,barren land
447,grassland
448,grassland
449,grassland
450,grassland
451,trees
452,barren land
453,barren land
454,barren land
455,barren land
456,trees
457,grassland
458,grassland
459,grassland
460,grassland
461,grassland
462,grassland
463,grassland
464,grassland
465,grassland
466,grassland
467,grassland
468,trees
469,trees
470,grassland
471,grassland
472,grassland
473,grassland
474,grassland
475,grassland
476,barren land
477,barren land
478,barren land
479,trees
480,trees
481,trees
482,grassland
483,grassland
484,grassland
485,grassland
486,grassland
487,grassland
488,grassland
489,grassland
490,grassland
491,trees
492,grassland
493,trees
494,grassland
495,grassland
496,grassland
497,grassland
498,grassland
499,grassland
500,barren land
501,barren land
502,barren land
503,barren land
504,grassland
505,grassland
506,grassland
507,grassland
508,grassland
509,trees
510,grassland
511,grassland
512,grassland
513,grassland
514,grassland
515,grassland
516,trees
517,grassland
518,grassland
519,grassland
520,grassland
521,grassland
522,grassland
523,grassland
524,barren land
525,barren land
526,barren land
527,barren land
528,grassland
529,grassland
530,grassland
531,grassland
532,grassland
533,grassland
534,trees
535,grassland
536,grassland
537,grassland
538,grassland
539,grassland
540,grassland
541,grassland
542,grassland
543,grassland
544,grassland
545,grassland
546,trees
547,grassland
548,grassland
549,grassland
550,grassland
551,grassland
552,grassland
553,grassland
554,grassland
555,grassland
556,grassland
557,grassland
558,trees
559,grassland
560,grassland
561,grassland
562,grassland
563,trees
564,trees
565,trees
566,trees
567,barren land
568,grassland
569,grassland
570,grassland
571,grassland
572,grassland
573,grassland
574,grassland
575,grassland
